ジャンルID,ジャンル名,ジャンルレベル
408302,その他,5
408303,ブレックファースト,4
408304,アイリッシュブレックファースト,5
408305,イングリッシュブレックファースト,5
408306,その他,5
100354,その他,4
502136,セット・詰め合わせ,3
502137,お試しセット,4
502138,ギフトセット,4
201422,その他,4
101798,その他,3
100361,日本茶,2
502139,煎茶,3
502140,狭山茶（埼玉県）,4
502141,静岡茶（静岡県）,4
502142,伊勢茶（三重県）,4
502143,宇治茶（京都府）,4
502144,八女茶（福岡県）,4
502145,鹿児島茶（鹿児島県）,4
201424,その他,4
201423,玉露,3
100366,玄米茶,3
100365,番茶,3
100362,ほうじ茶,3
408314,茎茶,3
201426,抹茶,3
408316,芽茶,3
559996,掛川茶,3
559997,べにふうき茶,3
303024,麦茶,3
303025,はと麦茶,4
100367,その他,4
559998,ブレンド茶,3
559999,どくだみ茶,4
560000,減肥茶,4
100368,その他,4
303030,ゆず茶,3
560001,粉茶,3
408315,その他,4
560002,ティーバッグ,3
560003,煎茶,4
560004,玉露,4
560005,玄米茶,4
560006,ほうじ茶,4
560007,番茶,4
408317,その他,4
502146,セット・詰め合わせ,3
502147,お試しセット,4
502148,ギフトセット,4
201427,その他,4
101800,その他,3
200029,中国茶,2
201429,中国緑茶,3
100364,烏龍茶,3
200030,鉄観音茶,3
201431,凍頂烏龍茶,3
201433,黄茶,3
201434,黒茶（プーアール茶）,3
201435,プーアール茶,4
201436,その他,4
201437,白茶,3
201438,花茶・加工茶,3
502149,セット・詰め合わせ,3
502150,お試しセット,4
502151,ギフトセット,4
502152,その他,4
200158,その他,3
201439,ハーブティー,2
303049,エルダー,3
303050,オレンジピール,3
201440,カモミール,3
201446,ジャスミン,3
303053,ステビア,3
303047,スペアミント,3
303045,セントジョーズワート,3
303042,ネトル,3
303041,ハイビスカス,3
201441,バラ,3
303040,フェンネル,3
201443,ペパーミント,3
303035,ラズベリー,3
201445,ラベンダー,3
303033,リコリス,3
303052,ルイボス,3
201442,レモングラス,3
201444,ローズヒップ,3
303054,ローズレッド,3
303046,西洋タンポポ,3
201447,ブレンド,3
502153,セット・詰め合わせ,3
502154,お試しセット,4
502155,ギフトセット,4
201448,その他,4
200032,その他,3
101785,その他,2
100026,パソコン・周辺機器,1
100040,ノートパソコン,2
552031,東芝,3
552032,12インチ～,4
552033,13インチ～,4
552034,15インチ～,4
552035,17インチ～,4
552036,その他,4
552061,レノボ,3
552062,12インチ～,4
552063,13インチ～,4
552064,15インチ～,4
552065,17インチ～,4
552066,その他,4
552019,NEC,3
552020,12インチ～,4
552021,13インチ～,4
552022,15インチ～,4
552023,17インチ～,4
552024,その他,4
552013,ソニー,3
552014,12インチ～,4
552015,13インチ～,4
552016,15インチ～,4
552017,17インチ～,4
552018,その他,4
552025,富士通,3
552026,12インチ～,4
552027,13インチ～,4
552028,15インチ～,4
552029,17インチ～,4
552030,その他,4
552001,パナソニック,3
552002,12インチ～,4
552003,13インチ～,4
552004,15インチ～,4
552005,17インチ～,4
552006,その他,4
552037,デル,3
552038,12インチ～,4
552039,13インチ～,4
552040,15インチ～,4
552041,17インチ～,4
552042,その他,4
552055,ヒューレット・パッカード,3
552056,12インチ～,4
552057,13インチ～,4
552058,15インチ～,4
552059,17インチ～,4
552060,その他,4
552103,ACER,3
552104,12インチ～,4
552105,13インチ～,4
552106,15インチ～,4
552107,17インチ～,4
552108,その他,4
552073,ONKYO,3
552074,12インチ～,4
552075,13インチ～,4
552076,15インチ～,4
552077,17インチ～,4
552078,その他,4
552007,アップル,3
552008,12インチ～,4
552009,13インチ～,4
552010,15インチ～,4
552011,17インチ～,4
552012,その他,4
552067,工人舎,3
552068,12インチ～,4
552069,13インチ～,4
552070,15インチ～,4
552071,17インチ～,4
552072,その他,4
552079,マウスコンピューター,3
552080,12インチ～,4
552081,13インチ～,4
552082,15インチ～,4
552083,17インチ～,4
552084,その他,4
552109,ASUS,3
552110,12インチ～,4
552111,13インチ～,4
552112,15インチ～,4
552113,17インチ～,4
552114,その他,4
552091,FRONTIER,3
552092,12インチ～,4
552093,13インチ～,4
552094,15インチ～,4
552095,17インチ～,4
552096,その他,4
552097,ゲートウェイ,3
552098,12インチ～,4
552099,13インチ～,4
552100,15インチ～,4
552101,17インチ～,4
552102,その他,4
555013,エプソン,3
555014,12インチ～,4
555015,13インチ～,4
555016,15インチ～,4
555017,17インチ～,4
555018,その他,4
552115,MSI,3
552116,12インチ～,4
552117,13インチ～,4
552118,15インチ～,4
552119,17インチ～,4
552120,その他,4
552085,eMachines,3
552086,12インチ～,4
552087,13インチ～,4
552088,15インチ～,4
552089,17インチ～,4
552090,その他,4
552049,日立,3
552050,12インチ～,4
552051,13インチ～,4
552052,15インチ～,4
552053,17インチ～,4
552054,その他,4
552043,シャープ,3
552044,12インチ～,4
552045,13インチ～,4
552046,15インチ～,4
552047,17インチ～,4
552048,その他,4
101743,その他,3
560008,ウルトラブック,2
560009,東芝,3
560010,レノボ,3
560011,NEC,3
560012,ソニー,3
560013,富士通,3
560014,パナソニック,3
560015,デル,3
560016,ヒューレット・パッカード,3
560017,ACER,3
560018,ONKYO,3
560019,アップル,3
560020,工人舎,3
560021,マウスコンピューター,3
560022,ASUS,3
560023,FRONTIER,3
560024,ゲートウェイ,3
560025,エプソン,3
560026,MSI,3
560027,シャープ,3
560028,その他,3
550194,中古ノートパソコン,2
552249,パナソニック,3
552250,12インチ～,4
552251,13インチ～,4
552252,15インチ～,4
552253,17インチ～,4
552254,その他,4
552255,アップル,3
552256,12インチ～,4
552257,13インチ～,4
552258,15インチ～,4
552259,17インチ～,4
552260,その他,4
552261,ソニー,3
552262,12インチ～,4
552263,13インチ～,4
552264,15インチ～,4
552265,17インチ～,4
552266,その他,4
552267,NEC,3
552268,12インチ～,4
552269,13インチ～,4
552270,15インチ～,4
552271,17インチ～,4
552272,その他,4
552273,富士通,3
552274,12インチ～,4
552275,13インチ～,4
552276,15インチ～,4
552277,17インチ～,4
552278,その他,4
552279,東芝,3
552280,12インチ～,4
552281,13インチ～,4
552282,15インチ～,4
552283,17インチ～,4
552284,その他,4
552285,デル,3
552286,12インチ～,4
552287,13インチ～,4
552288,15インチ～,4
552289,17インチ～,4
552290,その他,4
552291,シャープ,3
552292,12インチ～,4
552293,13インチ～,4
552294,15インチ～,4
552295,17インチ～,4
552296,その他,4
552297,日立,3
552298,12インチ～,4
552299,13インチ～,4
552300,15インチ～,4
552301,17インチ～,4
552302,その他,4
552303,ヒューレット・パッカード,3
552304,12インチ～,4
552305,13インチ～,4
552306,15インチ～,4
552307,17インチ～,4
552308,その他,4
552309,レノボ,3
552310,12インチ～,4
552311,13インチ～,4
552312,15インチ～,4
552313,17インチ～,4
552314,その他,4
552315,工人舎,3
552316,12インチ～,4
552317,13インチ～,4
552318,15インチ～,4
552319,17インチ～,4
552320,その他,4
552321,ONKYO,3
552322,12インチ～,4
552323,13インチ～,4
552324,15インチ～,4
552325,17インチ～,4
552326,その他,4
552327,マウスコンピューター,3
552328,12インチ～,4
552329,13インチ～,4
552330,15インチ～,4
552331,17インチ～,4
552332,その他,4
552333,eMachines,3
552334,12インチ～,4
552335,13インチ～,4
552336,15インチ～,4
552337,17インチ～,4
552338,その他,4
552339,FRONTIER,3
552340,12インチ～,4
552341,13インチ～,4
552342,15インチ～,4
552343,17インチ～,4
552344,その他,4
552345,ゲートウェイ,3
552346,12インチ～,4
552347,13インチ～,4
552348,15インチ～,4
552349,17インチ～,4
552350,その他,4
552351,ACER,3
552352,12インチ～,4
552353,13インチ～,4
552354,15インチ～,4
552355,17インチ～,4
552356,その他,4
552357,ASUS,3
552358,12インチ～,4
552359,13インチ～,4
552360,15インチ～,4
552361,17インチ～,4
552362,その他,4
552363,MSI,3
552364,12インチ～,4
552365,13インチ～,4
552366,15インチ～,4
552367,17インチ～,4
552368,その他,4
403334,その他,3
211368,デスクトップパソコン,2
408331,NEC,3
408332,モニターあり ～15インチ,4
408333,モニターあり 16～17インチ,4
408334,モニターあり 18～20インチ,4
408335,モニターあり 21インチ～,4
551944,モニターなし（単体）,4
408336,その他,4
408355,ソニー,3
408356,モニターあり ～15インチ,4
408357,モニターあり 16～17インチ,4
408358,モニターあり 18～20インチ,4
408359,モニターあり 21インチ～,4
551945,モニターなし（単体）,4
408360,その他,4
408373,富士通,3
408374,モニターあり ～15インチ,4
408375,モニターあり 16～17インチ,4
408376,モニターあり 18～20インチ,4
408377,モニターあり 21インチ～,4
551946,モニターなし（単体）,4
408378,その他,4
408337,アップル,3
408338,モニターあり ～15インチ,4
408339,モニターあり 16～17インチ,4
408340,モニターあり 18～20インチ,4
408341,モニターあり 21インチ～,4
551947,モニターなし（単体）,4
408342,その他,4
408361,デル,3
408362,モニターあり ～15インチ,4
408363,モニターあり 16～17インチ,4
408364,モニターあり 18～20インチ,4
408365,モニターあり 21インチ～,4
551948,モニターなし（単体）,4
408366,その他,4
408343,ゲートウェイ,3
408344,モニターあり ～15インチ,4
408345,モニターあり 16～17インチ,4
408346,モニターあり 18～20インチ,4
408347,モニターあり 21インチ～,4
551949,モニターなし（単体）,4
408348,その他,4
408349,ONKYO,3
408350,モニターあり ～15インチ,4
408351,モニターあり 16～17インチ,4
408352,モニターあり 18～20インチ,4
408353,モニターあり 21インチ～,4
551950,モニターなし（単体）,4
408354,その他,4
408367,レノボ,3
408368,モニターあり ～15インチ,4
408369,モニターあり 16～17インチ,4
408370,モニターあり 18～20インチ,4
408371,モニターあり 21インチ～,4
551951,モニターなし（単体）,4
408372,その他,4
551952,ASUS,3
551953,モニターあり ～15インチ,4
551954,モニターあり 16～17インチ,4
551955,モニターあり 18～20インチ,4
551956,モニターあり 21インチ～,4
551957,モニターなし（単体）,4
551958,その他,4
551959,ACER,3
551960,モニターあり ～15インチ,4
551961,モニターあり 16～17インチ,4
551962,モニターあり 18～20インチ,4
551963,モニターあり 21インチ～,4
551964,モニターなし（単体）,4
551965,その他,4
551966,FRONTIER,3
551967,モニターあり ～15インチ,4
551968,モニターあり 16～17インチ,4
551969,モニターあり 18～20インチ,4
551970,モニターあり 21インチ～,4
551971,モニターなし（単体）,4
551972,その他,4
551973,マウスコンピューター,3
551974,モニターあり ～15インチ,4
551975,モニターあり 16～17インチ,4
551976,モニターあり 18～20インチ,4
551977,モニターあり 21インチ～,4
551978,モニターなし（単体）,4
551979,その他,4
555006,エプソン,3
555007,モニターあり ～15インチ,4
555008,モニターあり 16～17インチ,4
555009,モニターあり 18～20インチ,4
555010,モニターあり 21インチ～,4
555011,モニターなし（単体）,4
555012,その他,4
551987,ヒューレット・パッカード,3
551988,モニターあり ～15インチ,4
551989,モニターあり 16～17インチ,4
551990,モニターあり 18～20インチ,4
551991,モニターあり 21インチ～,4
551992,モニターなし（単体）,4
551993,その他,4
551994,eMachines,3
551995,モニターあり ～15インチ,4
551996,モニターあり 16～17インチ,4
551997,モニターあり 18～20インチ,4
551998,モニターあり 21インチ～,4
551999,モニターなし（単体）,4
552000,その他,4
211373,その他,3
403312,中古デスクトップパソコン,2
552144,NEC,3
552145,モニターあり ～15インチ,4
552146,モニターあり 16～17インチ,4
552147,モニターあり 18～20インチ,4
552148,モニターあり 21インチ～,4
552149,モニターなし（単体）,4
552150,その他,4
552151,ソニー,3
552152,モニターあり ～15インチ,4
552153,モニターあり 16～17インチ,4
552154,モニターあり 18～20インチ,4
552155,モニターあり 21インチ～,4
552156,モニターなし（単体）,4
552157,その他,4
552158,富士通,3
552159,モニターあり ～15インチ,4
552160,モニターあり 16～17インチ,4
552161,モニターあり 18～20インチ,4
552162,モニターあり 21インチ～,4
552163,モニターなし（単体）,4
552164,その他,4
552165,アップル,3
552166,モニターあり ～15インチ,4
552167,モニターあり 16～17インチ,4
552168,モニターあり 18～20インチ,4
552169,モニターあり 21インチ～,4
552170,モニターなし（単体）,4
552171,その他,4
552172,デル,3
552173,モニターあり ～15インチ,4
552174,モニターあり 16～17インチ,4
552175,モニターあり 18～20インチ,4
552176,モニターあり 21インチ～,4
552177,モニターなし（単体）,4
552178,その他,4
552179,ゲートウェイ,3
552180,モニターあり ～15インチ,4
552181,モニターあり 16～17インチ,4
552182,モニターあり 18～20インチ,4
552183,モニターあり 21インチ～,4
552184,モニターなし（単体）,4
552185,その他,4
552186,ONKYO,3
552187,モニターあり ～15インチ,4
552188,モニターあり 16～17インチ,4
552189,モニターあり 18～20インチ,4
552190,モニターあり 21インチ～,4
552191,モニターなし（単体）,4
552192,その他,4
552193,レノボ,3
552194,モニターあり ～15インチ,4
552195,モニターあり 16～17インチ,4
552196,モニターあり 18～20インチ,4
552197,モニターあり 21インチ～,4
552198,モニターなし（単体）,4
552199,その他,4
552207,ACER,3
552208,モニターあり ～15インチ,4
552209,モニターあり 16～17インチ,4
552210,モニターあり 18～20インチ,4
552211,モニターあり 21インチ～,4
552212,モニターなし（単体）,4
552213,その他,4
552214,FRONTIER,3
552215,モニターあり ～15インチ,4
552216,モニターあり 16～17インチ,4
552217,モニターあり 18～20インチ,4
552218,モニターあり 21インチ～,4
552219,モニターなし（単体）,4
552220,その他,4
552221,マウスコンピューター,3
552222,モニターあり ～15インチ,4
552223,モニターあり 16～17インチ,4
552224,モニターあり 18～20インチ,4
552225,モニターあり 21インチ～,4
552226,モニターなし（単体）,4
552227,その他,4
552235,ヒューレット・パッカード,3
552236,モニターあり ～15インチ,4
552237,モニターあり 16～17インチ,4
552238,モニターあり 18～20インチ,4
552239,モニターあり 21インチ～,4
552240,モニターなし（単体）,4
552241,その他,4
552242,eMachines,3
552243,モニターあり ～15インチ,4
552244,モニターあり 16～17インチ,4
552245,モニターあり 18～20インチ,4
552246,モニターあり 21インチ～,4
552247,モニターなし（単体）,4
552248,その他,4
200408,その他,3
550177,中古デスクトップパソコン（モニターなし）,2
550178,CD-R,3
550179,256M,4
550180,512M,4
550181,1024M（1G）,4
550182,その他,4
550183,DVD-ROM,3
550184,256M,4
550185,512M,4
550186,1024M（1G）,4
550187,その他,4
550188,DVDマルチ,3
550189,256M,4
550190,512M,4
550191,1024M（1G）,4
550192,その他,4
550193,その他,3
550108,デスクトップパソコン（セパレート型）,2
550109,NEC,3
550110,～15インチ,4
550111,16～17インチ,4
550112,18～20インチ,4
550113,21インチ～,4
550114,その他,4
550115,アップル,3
550116,～15インチ,4
550117,16～17インチ,4
550118,18～20インチ,4
550119,21インチ～,4
550120,その他,4
550121,ゲートウェイ,3
550122,～15インチ,4
550123,16～17インチ,4
550124,18～20インチ,4
550125,21インチ～,4
550126,その他,4
550127,ソーテック,3
550128,～15インチ,4
550129,16～17インチ,4
550130,18～20インチ,4
550131,21インチ～,4
550132,その他,4
550133,ソニー,3
550134,～15インチ,4
550135,16～17インチ,4
550136,18～20インチ,4
550137,21インチ～,4
550138,その他,4
550139,デル,3
550140,～15インチ,4
550141,16～17インチ,4
550142,18～20インチ,4
550143,21インチ～,4
550144,その他,4
550151,富士通,3
550152,～15インチ,4
550153,16～17インチ,4
550154,18～20インチ,4
550155,21インチ～,4
550156,その他,4
550145,レノボ,3
550146,～15インチ,4
550147,16～17インチ,4
550148,18～20インチ,4
550149,21インチ～,4
550150,その他,4
550157,その他,3
211374,デスクトップパソコン（単体）,2
211376,NEC,3
211377,アップル,3
211378,ゲートウェイ,3
211379,ソーテック,3
211380,デル,3
211375,レノボ,3
211381,富士通,3
211382,その他,3
211447,PCサーバー,2
211448,IBM,3
211449,NEC,3
552143,富士通,3
211450,デル,3
211451,ヒューレット・パッカード,3
100054,その他,3
211452,ワークステーション,2
211453,IBM,3
211454,NEC,3
211455,ヒューレット・パッカード,3
100055,その他,3
560062,外付けドライブ・ストレージ,2
211492,ハードディスクドライブ（外付け）,3
506541,スタンダードタイプ,4
506550,～500GB,5
506553,501GB～1TB,5
506555,1.1～2.0TB,5
563678,2.1～3.0TB,5
506556,3.1～4.0TB,5
560063,4.1TB～,5
506557,その他,5
506558,LAN接続（NAS）タイプ,4
506565,～500GB,5
506568,501GB～1TB,5
506570,1.1～2.0TB,5
563679,2.1～3.0TB,5
506571,3.1～4.0TB,5
560064,4.1TB～,5
506572,その他,5
506573,交換用HDD,4
506574,～80GB,5
506575,81～160GB,5
506576,161～250GB,5
506577,251～400GB,5
506578,401～500GB,5
506579,501GB～,5
506580,その他,5
506581,ポータブルタイプ,4
506587,～160GB,5
506588,161GB～320GB,5
560065,321GB～500GB,5
560066,501GB～1TB,5
560067,1.1～2.0TB,5
560068,2.1TB～,5
408447,その他,5
100070,その他,4
211500,CD-R/RWドライブ,3
560069,DVDドライブ,3
211503,DVD-ROMドライブ,4
211506,DVD-R/RWドライブ,4
408448,DVD+R/RWドライブ,4
408449,DVD±R/RWドライブ,4
408450,DVD-R/RW/RAM（DVDマルチ）,4
211509,DVD-RAMドライブ,4
408451,DVDスーパーマルチドライブ,4
408452,DVDハイパーマルチドライブ,4
211512,DVDコンボドライブ,4
563322,その他,4
403352,ブルーレイドライブ,3
211514,MOドライブ,3
408453,リーダー・ライター,3
408454,アイ・オー・データ,4
408455,エレコム,4
408456,グリーンハウス,4
408457,サンワサプライ,4
408458,バッファロー,4
408459,プリンストン,4
408460,ロジテック,4
211519,その他,4
303078,フラッシュメモリー,3
303082,～256MB,4
303083,512MB,4
303084,～1GB,4
303085,2GB,4
303086,4GB,4
506589,8GB,4
506590,16GB,4
563680,32GB,4
563681,64GB～,4
211520,その他,4
211490,フロッピーディスクドライブ,3
101748,その他,3
110080,プリンタ・インク,2
110093,インクジェットプリンタ,3
408412,エプソン,4
408413,キヤノン,4
408414,ヒューレット・パッカード,4
408415,ブラザー,4
408416,リコー,4
408417,レックスマーク,4
112614,その他,4
408418,複合機,3
408419,エプソン,4
408420,キヤノン,4
408421,ヒューレット・パッカード,4
408422,ブラザー,4
408423,その他,4
560070,レーザープリンタ,3
110081,モノクロレーザープリンタ,4
408425,エプソン,5
408427,キヤノン,5
408429,ヒューレット・パッカード,5
408432,ブラザー,5
408433,リコー,5
408434,レックスマーク,5
408431,富士通,5
408430,富士ゼロックス,5
408428,京セラ,5
408426,沖データ,5
408424,IBM,5
112612,その他,5
110087,カラーレーザープリンタ,4
408436,エプソン,5
408438,キヤノン,5
408440,ヒューレット・パッカード,5
408443,ブラザー,5
408444,リコー,5
408445,レックスマーク,5
408442,富士通,5
408441,富士ゼロックス,5
408439,京セラ,5
408437,沖データ,5
408435,IBM,5
112613,その他,5
563323,その他,4
211462,フォトプリンタ,3
211463,ダイレクト方式（PC不要）,4
211464,その他方式,4
211465,その他,4
211466,ドットプリンタ,3
211467,NEC,4
211468,エプソン,4
211469,沖データ,4
211471,その他,4
110099,プリンタ周辺機器,3
502185,インク・カートリッジ,3
502186,エプソン,4
502187,純正品,5
502188,汎用品,5
502212,リサイクル品,5
502189,その他,5
502190,キヤノン,4
502191,純正品,5
502192,汎用品,5
502213,リサイクル品,5
502193,その他,5
502194,ヒューレット・パッカード,4
502195,純正品,5
502196,汎用品,5
502214,リサイクル品,5
502197,その他,5
502198,ブラザー,4
502199,純正品,5
502200,汎用品,5
502215,リサイクル品,5
502201,その他,5
502202,リコー,4
502203,純正品,5
502204,汎用品,5
502216,リサイクル品,5
502205,その他,5
502206,レックスマーク,4
502207,純正品,5
502208,汎用品,5
502217,リサイクル品,5
502209,その他,5
502210,その他,4
208552,トナー,3
408644,NEC,4
408645,純正品,5
408646,汎用品,5
208568,リサイクル品,5
208553,その他,5
408647,エプソン,4
408648,純正品,5
408649,汎用品,5
208569,リサイクル品,5
208554,その他,5
408650,沖データ,4
408651,純正品,5
408652,汎用品,5
208570,リサイクル品,5
208555,その他,5
408653,カシオ,4
408654,純正品,5
408655,汎用品,5
208571,リサイクル品,5
208556,その他,5
408656,キヤノン,4
408657,純正品,5
408658,汎用品,5
208572,リサイクル品,5
208557,その他,5
408659,京セラ,4
408660,純正品,5
408661,汎用品,5
208573,リサイクル品,5
208558,その他,5
408662,コニカミノルタ,4
408663,純正品,5
408664,汎用品,5
208574,リサイクル品,5
208559,その他,5
408665,シャープ,4
408666,純正品,5
408667,汎用品,5
208575,リサイクル品,5
208560,その他,5
408668,東芝,4
408669,純正品,5
408670,汎用品,5
208576,リサイクル品,5
208561,その他,5
408671,パナソニック,4
408672,純正品,5
408673,汎用品,5
208577,リサイクル品,5
208562,その他,5
408674,富士ゼロックス,4
408675,純正品,5
408676,汎用品,5
208578,リサイクル品,5
208563,その他,5
408677,富士通,4
408678,純正品,5
408679,汎用品,5
208579,リサイクル品,5
208564,その他,5
408680,ヒューレット・パッカード,4
408681,純正品,5
408682,汎用品,5
208580,リサイクル品,5
208565,その他,5
408683,ブラザー,4
408684,純正品,5
408685,汎用品,5
408736,リサイクル品,5
408686,その他,5
408687,リコー,4
408688,純正品,5
408689,汎用品,5
208581,リサイクル品,5
208566,その他,5
408690,レックスマーク,4
408691,純正品,5
408692,汎用品,5
550501,リサイクル品,5
408693,その他,5
100131,その他,4
509155,詰め替えインク,3
509156,エプソン,4
509157,キャノン,4
509158,ヒューレット・パッカード,4
509159,ブラザー,4
502219,その他,4
112611,その他,3
100087,パソコンパーツ,2
100089,メモリー,3
502158,デスクトップ用,4
502160,～128MB,5
502161,256MB,5
502162,512MB,5
502163,1GB,5
502164,2GB,5
560071,4GB,5
563682,8GB,5
563683,16GB～,5
110151,その他,5
502165,デスクトップ用（Macintosh）,4
502167,～128MB,5
502168,256MB,5
502169,512MB,5
502170,1GB,5
502171,2GB,5
560072,4GB～,5
110152,その他,5
502172,ノート用,4
502174,～128MB,5
502175,256MB,5
502176,512MB,5
502177,1GB,5
560073,2GB,5
560074,4GB～,5
110153,その他,5
502178,ノート用（Macintosh）,4
502180,～128MB,5
502181,256MB,5
502182,512MB,5
502183,1GB,5
560075,2GB,5
560076,4GB～,5
110154,その他,5
303106,サーバー・ワークステーション用,4
502184,プリンタ用,4
112624,その他,4
211582,CPU,3
211583,Pentium,4
211584,Celeron,4
211585,Athlon,4
211586,Sempron,4
100088,その他,4
408516,ハードディスクドライブ（内蔵型）,3
506640,2.5インチ,4
506643,～60GB,5
506645,61～120GB,5
506646,121～160GB,5
506647,161GB～320GB,5
560077,321～500GB,5
560078,501GB～,5
506648,その他,5
506649,3.5インチ,4
506650,～40GB,5
506651,41～80GB,5
506652,81～120GB,5
506653,121～160GB,5
506654,161～250GB,5
506655,251～300GB,5
506656,301～320GB,5
506657,321～400GB,5
506658,401～500GB,5
506659,501～750GB,5
506660,751GB～,5
506661,その他,5
506662,マイクロドライブ,4
408518,その他,4
560079,SSD,3
560080,～32GB,4
560081,32～64GB,4
560082,64～128GB,4
560083,128～256GB,4
560084,256～512GB,4
560085,512GB～,4
560086,その他,4
408515,その他記憶装置（内蔵型）,3
211501,CD-R/RWドライブ,4
560087,DVDドライブ,4
211513,DVDコンボドライブ,5
211504,DVD-ROMドライブ,5
211507,DVD-R/RWドライブ,5
211510,DVD-RAMドライブ,5
408519,DVD-R/RW/RAM（DVDマルチ）,5
408520,DVD+R/RWドライブ,5
408521,DVDスーパーマルチドライブ,5
408522,DVDハイパーマルチドライブ,5
563319,その他,5
403353,ブルーレイドライブ,4
408523,MOドライブ,4
211491,フロッピーディスクドライブ,4
408526,その他,4
211587,アクセラレータ,3
211588,AMD,4
211589,IBM,4
211590,NEC,4
211591,ヒューレット・パッカード,4
100082,その他,4
408527,CPUクーラー,3
408528,クーラーマスター,4
408529,サーマルティク,4
408530,サイズ,4
408531,ザルマン,4
408532,シンルイリアン,4
100093,その他,4
211592,ケース,3
211593,シグマ,4
211594,AOpen,4
211595,Owltech,4
211596,WiNDy,4
100091,その他,4
211597,TVチューナーボード,3
211605,サウンドボード,3
100081,グラフィックボード,3
303107,AOpen,4
303108,ASUS,4
211601,ATI Technologies,4
211603,ELSA,4
303113,GIGABYTE,4
303109,Leadtek,4
211602,Matrox,4
303110,PowerColor,4
303111,Sapphire,4
303112,アイ・オー・データ,4
303114,玄人志向,4
303115,バッファロー,4
211604,その他,4
408533,ビデオキャプチャボード,3
408534,アイ・オー・データ,4
408535,カノープス,4
408536,バッファロー,4
408537,玄人志向,4
211606,その他,4
211607,マザーボード,3
211608,ATX,4
211609,マイクロATX,4
100090,その他,4
408538,ベアボーン,3
101751,その他,3
110105,ディスプレイ・モニター,2
550340,液晶 ～14インチ,3
550341,IBM,4
550342,NEC,4
550343,アイ・オー・データ,4
550344,グリーンハウス,4
550345,シャープ,4
550346,ナナオ,4
550347,バッファロー,4
550352,富士通,4
550348,プリンストン,4
550349,ベンキュー,4
550353,三菱電機,4
550350,レノボ,4
550351,ロジテック,4
110106,その他,4
550354,液晶 14.1～16インチ,3
550355,IBM,4
550356,NEC,4
550357,アイ・オー・データ,4
550358,グリーンハウス,4
550359,シャープ,4
550360,ナナオ,4
550361,バッファロー,4
550366,富士通,4
550362,プリンストン,4
550363,ベンキュー,4
550367,三菱電機,4
550364,レノボ,4
550365,ロジテック,4
110107,その他,4
550368,液晶 16.1インチ～18インチ,3
550369,IBM,4
550370,NEC,4
550371,アイ・オー・データ,4
550372,グリーンハウス,4
550373,シャープ,4
550374,ナナオ,4
550375,バッファロー,4
550380,富士通,4
550376,プリンストン,4
550377,ベンキュー,4
550381,三菱電機,4
550378,レノボ,4
550379,ロジテック,4
110108,その他,4
550382,液晶 18.1インチ～20インチ,3
550383,IBM,4
550384,NEC,4
550385,アイ・オー・データ,4
550386,グリーンハウス,4
550387,シャープ,4
550388,ナナオ,4
550389,バッファロー,4
550394,富士通,4
550390,プリンストン,4
550391,ベンキュー,4
550395,三菱電機,4
550392,レノボ,4
550393,ロジテック,4
303055,その他,4
550396,液晶 20.1インチ～22インチ,3
550397,IBM,4
550398,NEC,4
550399,アイ・オー・データ,4
550400,グリーンハウス,4
550401,シャープ,4
550402,ナナオ,4
550403,バッファロー,4
550408,富士通,4
550404,プリンストン,4
550405,ベンキュー,4
550409,三菱電機,4
550406,レノボ,4
550407,ロジテック,4
303056,その他,4
550410,液晶 22.1インチ～24インチ,3
550411,IBM,4
550412,NEC,4
550413,アイ・オー・データ,4
550414,グリーンハウス,4
550415,シャープ,4
550416,ナナオ,4
550417,バッファロー,4
550422,富士通,4
550418,プリンストン,4
550419,ベンキュー,4
550423,三菱電機,4
550420,レノボ,4
550421,ロジテック,4
303057,その他,4
550424,液晶 24.1インチ～26インチ,3
550425,IBM,4
550426,NEC,4
550427,アイ・オー・データ,4
550428,グリーンハウス,4
550429,シャープ,4
550430,ナナオ,4
550431,バッファロー,4
550436,富士通,4
550432,プリンストン,4
550433,ベンキュー,4
550437,三菱電機,4
550434,レノボ,4
550435,ロジテック,4
303058,その他,4
550438,液晶 26.1インチ～28インチ,3
550439,IBM,4
550440,NEC,4
550441,アイ・オー・データ,4
550442,グリーンハウス,4
550443,シャープ,4
550444,ナナオ,4
550445,バッファロー,4
550450,富士通,4
550446,プリンストン,4
550447,ベンキュー,4
550451,三菱電機,4
550448,レノボ,4
550449,ロジテック,4
303059,その他,4
550452,液晶 28.1インチ～30インチ,3
550453,IBM,4
550454,NEC,4
550456,グリーンハウス,4
550458,ナナオ,4
303060,その他,4
550466,液晶 30.1インチ～,3
550467,IBM,4
550468,NEC,4
550469,アイ・オー・データ,4
550470,グリーンハウス,4
550471,シャープ,4
550472,ナナオ,4
550473,バッファロー,4
550478,富士通,4
550474,プリンストン,4
550479,三菱電機,4
303061,その他,4
552375,CRT,3
552376,～14インチ,4
552377,15インチ,4
552378,17インチ,4
552379,19インチ～,4
552380,その他,4
552381,タッチパネル,3
552382,～14インチ,4
552383,15インチ,4
552384,17インチ,4
552385,19インチ～,4
552386,その他,4
563663,3D対応モニタ,3
112617,その他,3
100057,パソコン周辺機器,2
509131,ワンセグチューナー,3
509132,アイ・オー・データ,4
550480,イーヤマ,4
550481,グリーンハウス,4
